ID,Name_lang
176420,简易帐篷
176421,恼人的毛绒帐篷
176422,华丽联盟帐篷
176424,华丽部落帐篷
176425,巫医的小屋
176426,流浪者的尖刺帐篷
176438,莫罗斯的著名抹布
176439,时光尽头
176440,暗影烈焰火堆
176443,"World - No Pants, no Belt, no shirt"
176444,腐蚀之息
176451,腐臭之爪
176452,"Clear Mage Bonus Objective Auras"
176453,"Clear Bonus Priest Objective Credit"
176457,扔苹果
176459,时光一隅
176460,齐布的愚忠
176464,时光涟漪
176465,奥术超新星
176466,奥术操纵
176477,"Last Steps - Abandon"
176479,炙阳牢笼
176480,"Drafting Table Interact"
176481,"Facing Demons: Abandon"
176502,尖刺网
176513,德拉诺贸易订单
176515,爆发之毒
176519,进入暗影
176520,"Spawn Spell Flames"
176523,来自阴影
176525,滋生暗影
176526,碾压突袭
176529,阴影之形
176531,收集计划
176532,萨格雷作战计划
176533,蔓延暗影
176535,打开法典
176537,深渊之眼
176539,凝视范围指示器
176547,召唤钢铁部落伏击者
176550,"Garrison - Invasion - Assign Score Credit - Bronze"
176551,"Garrison - Invasion - Assign Score Credit - Silver"
176552,倒刺铁链
176553,"Garrison - Invasion - Assign Score Credit - Gold"
176554,"Orc Male Spawn (Emerge)"
176556,对你的赏金
176561,"Summon Iron Horde Ambusher Prevention"
176563,"Spawn Smoke (Spirit Lion)"
176564,你的悬赏价
176571,追随者：米尔豪斯
176572,"Cosmetic - Sit Chair Low (Lower/Upper Body - High/Low Priority) (Anim Kit)"
176576,"Transition Visuals"
176588,锻炉卫士
176594,纳鲁之触
176595,炎怒图腾
176605,氧化新星
176606,硫酸
176607,钢铁碎片
176609,腐蚀碎片
176611,毒气喷孔
176617,圣洁新星
176622,硫酸池
176632,黑石喷火器
176633,无敌蛮力
176634,血肉撕裂者
176637,神圣冲锋
176643,暗袭
176644,锻炉的慰藉
176646,虚空吸引
176650,"Push Corpse to Aftermath Phase"
176654,调试
176663,召唤熔岩之怒
176665,欢乐颅骨
176668,挠痒图腾
176674,泰坦球
176675,天堂之陨
176678,恶魔之眼
176679,纳鲁之盾
176681,吸魂
176682,"Summon Leorajh Actor"
176683,大力践踏
176689,神圣重击
176690,神圣
176692,沙塔斯防护水晶
176693,沙塔斯防御系统
176696,幽影箭
176698,"Tier 1 Kill Credit"
176703,右侧锁链
176705,左侧锁链
176706,召唤沙塔斯防护水晶
176714,高爆钢铁之星
176744,尖叫光环
176750,黑旋风
176751,水晶
176759,鬣蜥人“木材”滚筒
176762,钢铁之星滚筒
176763,碰撞！
176764,勇士之石
176765,不稳定爆炸！
176766,风险召唤
176778,能量场
176781,警告！
176783,生命能量
176784,痛苦力场
176785,救魂者
176792,传送门：阿什兰
176793,新生能量
176797,觅食
176798,先祖祝福
176801,"Quest Complete: 37318"
176802,"传送至阿什兰 - 部落"
176808,"Quest Accept: 37318"
176821,戳刺
176832,先祖的记忆
176834,"Generic Play Temp Mono"
176835,"Fate of Karabor Music Timer"
176839,没有战锤
176844,"Jewelcrafting Quest Reward Amounts"
176847,孢子
176848,孢子喷剂
176851,煞星重击
176853,亢奋
176856,畸形藤蔓
176866,天堂怒火
176869,完美防御
176872,展示第五条线索
176873,恐怖螺母
176876,独眼怪的凝视
176877,"Garrison - Attack - Ambient Light - Ogres"
176878,啪嗒
176879,腐蚀治疗
176881,动荡徽记
176882,动荡聚焦水晶
176883,动荡剧毒药瓶
176884,动荡虚伪圣物
176885,动荡反抗印记
176886,锁定伊瑞尔
176887,愤怒的美酒节信函
176888,炉石游戏盘
176889,金色炉石卡牌：加拉克苏斯大王
176890,胜利之手
176893,召唤尖刺
176894,法罗迪斯的日记
176895,联盟胜利旗帜
176896,部落胜利旗帜
176897,督军的胜利旗帜
176898,侏儒发条
176899,角斗士的旗帜
176901,督军的旗帜
176903,菲兹班的愚蠢
176905,超级黏性闪光弹
176908,"Decontamination Credit"
176912,巴赫里克的手镯
176913,"Item - Attacks Proc Strength [Bajheric Bangle]"
176914,永茂棘刺木槿
176915,"Item - Attacks Proc Haste [Everblooming Thorny Hibiscus]"
176916,锯齿匕首
176917,帕吉诺夫的永恒之谜
176918,"Item - Attacks Proc Agility [Pajeet-Nov's Perpetual Puzzle]"
176919,冬幕节兽王达玛克
176920,冬幕节缚火者卡格拉兹
176921,圣诞版屠夫
176922,冬幕节指挥官萨贝克
176923,冬幕节耐奥祖
176924,冬幕节奥舍尔
176925,冬幕节戈洛克
176926,冬幕节缚魂者尼娅米
176928,雷象铜像
176935,威凌之牙
176937,威凌鲜血圣物
176938,"Item - Attacks Proc Haste [Formidable Relic of Blood]"
176939,威凌毁灭之罐
176940,"Item - Attacks Proc Mastery [Formidable Jar of Doom]"
176941,威凌腐败宝珠
176942,"Item - Attacks Proc Mastery [Formidable Orb of Putrescence]"
176943,威凌信仰香炉
176944,"Item - Attacks Proc Haste [Formidable Censer of Faith]"
176948,德尔瓦·铁拳
176949,游侠卡尔娅
176950,游侠切尔
176951,罗娜
176952,技师罗姆尔
176953,守备官欧纳拉
176954,技师安德雷
176955,雪莉·汉比
176956,奇娅娜·月影
176957,达丽拉·月牙
176958,鲁尔坎
176959,菲奥拉
176960,海军上将泰勒
176961,防御者艾萝娜
176962,肉弹
176963,达戈
176964,纳特·帕格
176965,大法师瓦格斯
176966,长青的菲拉克
176967,艾克诺·钢铁使者
176969,托莫克
176970,布洛克
176971,米尔豪斯·法力风暴
176972,兰特瑞索·火刃
176973,金鬃
176975,阿布加尔
176976,"Item - Attacks Proc Versatility [Mote of the Mountain]"
176977,考尔曼
176978,完美的活性蘑菇
176979,"Item - Attacks Proc Critical Strike [Immaculate Living Mushroom]"
176981,"Item - Attacks Proc Haste [Heart of the Fury]"
176982,岩心雕像
176983,"Item - Attacks Proc Critical Strike [Stoneheart Idol]"
176984,黑心执行者勋章
176985,基姆兹·宾奇维斯
176986,库雷克
176988,鸦爪祭司伊沙尔
176990,兹里阿克
176991,利奥拉
176992,欢乐机器人8000
176993,缚魂者图拉妮
176994,阿姆
176996,火车王里诺艾
176997,楚伦娜
176998,希萨莉·黑鸦
176999,阿莱克斯·巴罗夫
177000,维尔顿·巴罗夫
177002,佩妮·殴底
177003,格林
177004,布鲁托
177005,角斗士瓦安达姆
177006,艾苏克之魂
177007,游侠艾达妮
177008,牧师马鲁夫
177009,卡格·血怒
177010,邪爆教授
177011,寻晨者鲁卡里斯
177012,裂骨
177013,守备官赫露恩
177014,黑暗游侠维罗娜拉
177015,赫尔达·影刃
177017,魔导师克雷拉斯
177018,魔导师赛琳娜
177019,薇薇安
177020,洛卡拉
177021,剑圣纳什拉
177022,戈隆追猎者洛卡什
177024,穆维里克
177025,卡拉
177027,欧林·棕皮
177028,暗影猎手莱拉
177029,尖啸者卡兹
177030,本杰明·吉布
177031,艾达·晨光
177035,多肉龙脊奖章
177036,"Item - Attacks Proc Haste [Meaty Dragonspine Trophy]"
177037,"Velen's Memorial [INTERNAL ONLY]"
177038,命运之衡
177040,泰克图斯的心跳
177041,"Item - Attacks Proc Critical Strike [Tectus' Beating Heart]"
177042,尖叫之魂
177043,德拉诺附魔秘术
177044,"Item - Attacks Proc Mastery [Screaming Spirits]"
177045,德拉诺铭文秘术
177047,"Item - Attacks Proc Critical Strike [Howling Soul]"
177052,"Item - Attacks Proc Haste [Instability]"
177053,凝视之眼
177054,德拉诺工程学秘术
177056,爆裂熔炉
177057,"Item - Attacks Proc Mastery [Blast Furnace]"
177058,"Wives and Family [INTERNAL ONLY]"
177060,吱吱
177062,"Item - Attacks Proc Spirit [Squeak Squeak]"
177069,"Tier 3 Kill Credit"
177083,倾倒炉渣
177087,清洁蒸汽
177094,匕首速投
177096,锻造大师的活力
177099,锻锤重击
177103,打碎！
177111,"Special - Expansion Post-Launch Patch Quest Launch [DND] - JSB"
177112,完美射击光环
177129,召唤野兽
177148,角斗士之跃
177150,轰鸣咆哮
177153,掠食者之迅捷
177154,荒野急救酒精
177157,大力猛踢！
177159,大法师的灼热
177160,大法师的炽热
177163,"Item - Attacks Proc Archmage's Incandescence"
177164,考洛克的恩惠
177165,扭刃
177171,"Item - Attacks Proc Archmage's Greater Incandescence"
177172,大法师的炽燃
177179,时光践踏
177183,投掷灭世者
177185,硫酸喷涌
177187,灭世者
177189,剑术
177190,莫克斯·剑吼
177191,米阿尔
177192,沙塔尔防御者勋章
177193,沙塔尔防御者
177196,"Magma Elemental Spawn Cosmetic"
177197,"Taunt Flag Targeting Alliance"
177198,"Taunt Flag Targeting Horde"
177199,"Taunt Flag Targeting Warlord"
177200,"Taunt Flag Alliance"
177201,"Taunt Flag Horde"
177202,"Taunt Flag Warlord"
177203,猎头者印记
177204,召唤蝙蝠伙伴
177205,制造过载的攻城车
177206,虚空之路
177207,木精伪装
177208,制造过载的攻城坦克
177211,虚空之路火焰
177212,白化小奇美拉
177214,烈焰之路
177215,卡利雏鸟
177216,俾格米奶牛
177217,小钳嘴
177218,幼年塔布羊
177219,小蹄
177220,奈瑟拉之光
177221,淘气的微风
177222,玩闹的霜眷
177223,滑震幼鳗
177224,欢笑的石眷
177225,轻笑的火苗
177226,荆丛幼芽
177227,阳炎卡利鸟
177228,死钉毒蝎
177229,沙壳鸣虫
177230,火绒幼犬
177231,仿真厚指猩猩
177232,阿吉
177233,木木
177234,奔波尔咆哮
177235,岩蹄羊崽
177236,燃网幼蛛
177237,闪壳爬沙蟹
177238,骨蛇
177239,墨墨
177240,八爪鱼苗
177241,波洛
177242,巴纳比
177243,尖嘴船长
177244,小凿
177245,烈焰之路火焰
177246,过载的攻城坦克
177247,过载的攻城车
177248,腹部重击
177249,"Abandon Scenario Quest"
177250,训练跑鞋
177251,制造哨子
177257,训练滑轮
177258,巨大的食人魔脑袋
177260,恐怖硫酸
177261,魔力误导
177262,裂魂
177263,织魂
177265,鸦人的灵巧
177266,强化背刺
177267,英勇陈词
177270,永茂
177271,断肢刃
177272,泰坦庇护
177275,水文碾压者10000型
177294,"Spell 1"
177295,"Spell 2"
177296,"Spell 3"
177298,"Spell 5"
177299,"Spell 6"
177300,"Spell 7"
177301,使用人偶
177302,制造雕像
177304,影莓汁
177305,虚空灯笼
177309,反小动物炮台
177313,"Ancestral Dialog Aura"
177316,"AoE - Dummy - 60"
177317,"Camera Shake - Large"
177320,烈焰喷涌
177321,瀑布水雾
177322,"TEST - DND"
177329,"Quest Complete - Ping Questgiver"
177342,希尔拉克之眼
177343,"On Abandon ""On Ebon Wings"""
177346,"Award Loot - PvP - Skirmish - Winner"
177347,"Award Loot - PvP - Skirmish - Loser"
177348,召唤野性蘑菇
177355,移除幻象
177363,真铁扳机
177364,黑石膛线
177372,"Dessicus Spawn Visual"
177373,"Repair [DNT]"
177382,"Activate [DNT]"
177386,"Lower Crucible Ready [DNT]"
177388,"Blast Wave [DNT]"
177389,"Torment [DNT]"
177393,收集神器
177397,"Loading [DNT]"
177398,"[DO NOT LOCALIZE] Irrefutable Challenge Test"
177400,"Blade Fist Amputation"
177401,"[DO NOT LOCALIZE] Irrefutable Challenge Effect"
177408,"No Activation [DNT]"
177411,"Fire Pillar Yell 01"
177412,"Fire Pillar Yell 02"
177413,"Fire Pillar Yell 03"
177414,"Impale Yell"
177415,"Berserker Rush Yell"
177418,"_JKL Invisible test aura23"
177419,冰冻陷阱锁定法术
177425,渡鸦形态
177426,"Garrison - Summon Lightning Strike, MANY"
177434,"Contained [DNT]"
177435,"Garrison - Remove Follower on Patrol"
177436,"Is Sitting"
177437,"Darkscryer's Dome"
177440,训练中的坐骑哨：塔布羊
177441,训练中的坐骑哨：裂蹄牛
177442,训练中的坐骑哨：野猪
177443,训练中的坐骑哨：淡水兽
177444,训练中的坐骑哨：雷象
177445,训练中的坐骑哨：狼
177447,召唤时间之沙
177449,"Learn Blueprints - Max Level Cheat Only"
177450,"Cancel Birchus"
177451,"Max Level Cheater Realm Aura - ONLY MAX LEVEL BETA (JP3)"
177453,"Award Loot - PvP - Battleground - Loser - Silver"
177456,在水下花园精灵中达到友善
177457,"Kill Credit 1"
177464,"Garrison - Attack - Summon Wounded Defender Kill Credit"
177468,"Kill Credit 2"
177469,"Kill Credit 3"
177471,"别弄醒打瞌睡的桅船：打瞌睡的桅船守护者光环 - 成功"
177474,治疗者
177482,"Loading End [DNT]"
177486,"Garrison - Attack - Summon Hungry Goren Kill Credit"
177487,破碎地板
177488,加克的水银酊剂
177490,"Avatar of Terokk Visual"
177491,贾鲁克的姜酒
177492,"Tracking Quest - See Qiana Moonshadow - Follower Quest (Complete Quest)"
177493,"Tracking Quest - See Qiana Moonshadow - Follower Quest (Clear Quest)"
177495,菲斯基的火酒
177496,格罗姆卡啜饮果酒
177498,"Kill Credit: Use Banner"
177499,"Summon Qiana Moonshadow - Garrison Intro - Complete Delegating Draenor"
177500,"Trigger Multispells - Complete quest - 34692 (Delegating on Draenor)"
177503,"Kargath Bladefist Bonus Loot"
177504,"Butcher Bonus Loot"
177505,"Tectus Bonus Loot"
177506,"Brackenspore Bonus Loot"
177507,"Twin Ogron Bonus Loot"
177508,"Ko'ragh Bonus Loot"
177509,"Imperator Mar'gok Bonus Loot"
177510,"Gruul Bonus Loot"
177511,"Oregorger Bonus Loot"
177512,"Blast Furnace Bonus Loot"
177513,"Hans'gar & Franzok Bonus Loot"
177515,"Flamebender Ka'graz Bonus Loot"
177516,"Kromog Bonus Loot"
177517,"Beastlord Darmac Bonus Loot"
177518,"Operator Thogar Bonus Loot"
177519,"The Iron Maidens Bonus Loot"
177520,"Blackhand Bonus Loot"
177521,"Kargath Bladefist Bonus"
177522,"Butcher Bonus"
177523,"Tectus Bonus"
177524,"Brackenspore Bonus"
177525,"Twin Ogron Bonus"
177526,"Ko'ragh Bonus"
177528,"Imperator Mar'gok Bonus"
177529,"Gruul Bonus"
177530,"Oregorger Bonus"
177531,"Blast Furnace Bonus"
177533,"Hans'gar & Franzok Bonus"
177534,"Flamebender Ka'graz Bonus"
177535,"Kromog Bonus"
177536,"Beastlord Darmac Bonus"
177537,"Operator Thogar Bonus"
177538,"The Iron Maidens Bonus"
177539,"Blackhand Bonus"
177540,"别弄醒打瞌睡的桅船：召唤打瞌睡的桅船 - 成功"
177541,生成藤蔓兽
177543,艾韵脓疱
177566,奥冲
177576,鲜血剧毒
177580,雷象之威
177583,捕获复活的游魂
177585,被捕获的复活的游魂
177586,畏缩
177588,"Garrison - Attack - Flame Tank Spawn Sound"
177589,"Magma Channeling [INTERNAL ONLY]"
177597,“幸运”翻转
177598,召唤寒冰碎片
177600,冲风
177610,召唤便携式飞行器
177612,100X部落99货币上交
177619,次级时间之沙
177624,取消时间炸弹
177628,召唤火焰喷射器
177629,开启单位框架
177635,白热烈焰喷射器
177646,Alpha
177648,法术8
177649,法术9
177652,毒素爆发
177653,冒泡苔藓
177655,库卡隆战士伪装
177656,库卡隆步卒服装
177662,"Jump Down [DNT]"
177666,角斗士之力
177669,烟熏消毒
177671,"Burn Tavern"
177694,岩虫潜地
177697,"Ga'nar Holds Skulls [INTERNAL ONLY]"
177698,亲手击杀
177701,"Alliance Charge"
177702,"Horde Charge"
177703,治疗树木
177706,"Garrison - Cosmetic - Human - Accessory"
177707,"Lord Blastington's Scope of Doom (DND)"
177708,"Mirror Scope (DND)"
177710,高爆炉渣地雷
177715,"Memory A"
177716,"Explosive Slag Mine Kill Credit"
177720,法罗迪斯的引导
177721,没有破碎骨骼
177722,魔化之水
177723,"Memory A: Triggered Scene"
177724,"Durotan's Discarded Axe [INTERNAL ONLY]"
177726,"Debug - Garrison - Push Advert - Tour Guide"
177728,"Memory B"
177731,动荡之水
177739,胜利旗帜
177747,"Doug Test - Script"
177748,耐久度损失减免（荣耀之路）
177753,"Awbee's Player Ping"
177755,召唤法罗迪斯
177758,"Give Iyu Quest Credit"
177770,"Ga'nar's Discarded Axe [INTERNAL ONLY]"
177771,"Farondis/Idri Guardian Aura"
177773,"Defense [DNT]"
177776,竞技场清道夫
177780,沃金之矛徽记
177781,乌瑞恩先锋军徽记
177786,"Cancel Ga'nar Invisibility [INTERNAL ONLY]"
177787,"Open Fur Shipment NPC L1"
177788,召唤妖花种子
177789,"Memory C"
177798,"Memory D"
177802,"Arena Sweeper Impact"
177806,焚炉烈焰
177808,"Open Fur Shipment NPC L2"
177809,"Open Leather Shipment NPC L2"
177810,"Open Meat Shipment NPC L2"
177811,"Open Leather Shipment NPC L1"
177812,"Open Meat Shipment NPC L1"
177816,召法罗迪斯
177818,召唤浩克
177827,肉类货物1
177828,肉类货物2
177829,毛皮货物1
177830,依然菲斯基的火酒
177831,毛皮货物2
177832,制皮货物1
177833,制皮货物2
177834,"Activate Esence Font (CustomSpell01: Start)"
177835,"Activate Esence Font (CustomSpell01: Stop)"
177842,"Garrison - Attack - Alliance Infiltrator"
177843,你可以召唤加兹鲁维的解决方案
177844,你可以召唤塞林的应急工具
177853,打碎龙蛋
177854,风中余烬
177857,吃蓟尾草果实
177866,酸蚀之血
177867,鲸腹老板掌管大权：召唤鲸腹老板
177868,鲸腹老板掌管大权：召唤锈舵
177870,"Ritual of Siphoning [DNT]"
177875,"The Iron Wolf: Despawn Phase AICast"
177887,震慑吐息
177889,面部控制
177891,烈焰升龙踢
177893,"Ritual of Destruction [DNT]"
177897,打开食人魔牢笼
177903,"Spawn [DNT]"
177904,闪击之地
177905,剧毒包裹
177907,"Power Growth [DNT]"
177910,"Garrison - Attack - Victory Sound (Music) - Alliance"
177911,"Toxic Gore"
177913,"Power Down [DNT]"
177914,召唤彼提
177915,召唤彼得二世
177916,召唤小彼得
177921,力量之柱
177922,解救奴隶
177925,"Chain Binds"
177926,"Summon Slave Post"
177927,"Priest Chakra Yellow Spawn Spell Cosmetic"
177929,暗影余迹
177930,净化的火焰
177936,信件发送器
177937,"Cancel Slag Mine Aura"
177945,召唤南瓜士兵飞弹
177947,"VO Controller"
177948,"Empower [DNT]"
177956,打开生锈的秘库大门
177957,"Empowered [DNT]"
177961,"Garrison - Attack - Ogron Intro Sound (Ogre Boss)"
177962,致幻打击
177963,"Superimage [DNT]"
177968,"Garrison - Attack - Void Intro Sound (Shadowmoon Boss)"
177969,原始愈合
177970,"Garrison - Attack - Infernal Intro Sound (Shadow Council Boss)"
177973,"Learn Taxi: Everbloom Overlook"
177974,"Garrison - Attack - Gronn Intro Sound (Breakers Boss)"
177977,"Relic Spell Visual"
177979,"Garrison - Attack - Carrion Worm Intro Sound"
177980,"Ashran Taxi Stop 04"
177981,"Nagrand 6.0:JP3 - Launch Quest - News for Nixxie (Alliance)"
177982,旋风斩原型
177984,秘库大门反弹E
177985,"Garrison - Attack - Genesaur Intro Sound (Primals Boss)"
177987,秘库大门通电
177988,"Garrison - Attack - Wolf Intro Sound (Iron Horde Boss)"
177989,"Kill Credit - Nagrand 6.0:JP3 - Broken Precipice - Brokyo's Prized Possession"
177995,"Force Group To Start Conversation"
177997,"Ashran Taxi Stop 03"
177998,"Ashran Taxi Stop 02"
177999,"Ashran Taxi Stop 01"
178000,"Ashran Taxi Stop 00"
178001,"Ashran Taxi Stop 05"
178002,"Ashran Taxi Stop 06"
178004,"Depot Boss 1 Conversation 01"
178005,"Depot Boss 1 Conversation 02"
178009,熔岩爆裂原型
178010,闪电箭原型
178014,"Garrison - Attack - Intro Sound - Terrified Townie, Horde Male"
178016,"Forcecast Summon Razorfang"
178017,召唤刃齿
178019,事件：收集强化矿石
178020,事件：复活的游魂
178021,事件：食人魔火焰
178022,事件：斗兽场角力
178027,有眼无珠
178029,"Memory D: See Azshara"
178041,"Kill Credit [INTERNAL ONLY]"
178049,播放对话
178065,投掷船锚
178066,"Random Infection [DNT]"
178078,传送至奴隶洞穴
178079,召唤阿茜萨
178084,"Ashran Zone Location 02"
178085,"Ashran Zone Location 00"
178086,"Ashran Zone Location 03"
178087,"Ashran Zone Location 04"
178088,"Ashran Zone Location 05"
178089,"Ashran Zone Location 06"
178092,开启挑战模式
178096,锁链安抚
178097,"Summon Naga A"
178098,"Summon Naga B"
178099,"Summon Naga C"
178105,消灭纳迦
178106,"别弄醒打瞌睡的桅船：召唤打瞌睡的桅船 - 失败"
178108,"别弄醒打瞌睡的桅船：打瞌睡的桅船的守护者光环 - 失败"
178112,"Stat Negation Aura - Sub 10 - Strength/Intellect"
178113,"Stat Negation Aura - Sub 10 - Agility/Intellect"
178117,尾锚的宠物：召唤欧库纳·长牙
178119,快速学习
178120,营救
178122,能量累积
178127,鲸腹老板掌管大权：召唤急浪海盗
178133,鲸腹老板掌管大权：召唤库尔提拉斯海军士兵（男性）
178134,正在打开
178136,"Quest Complete - Tracking Quest - See Closed Chest - Horde - Garrison Attack"
178137,鲸腹老板掌管大权：召唤库尔提拉斯海军士兵（女性）
178138,"Wolf Aggro"
178141,鲸腹老板掌管大权：召唤维库标枪手
178142,"Dummy Aura - See Closed Heart of Gorgorek (Garrison Attack)"
178143,"Cancel Dummy Aura - See Closed Heart of Gorgorek"
178145,鲸腹老板掌管大权：召唤赞达拉袭击者
178146,"Trigger Multi Spells - Accept Quest - The Stolen Heart"
178148,鲸腹老板掌管大权：召唤热砂港火箭兵
178151,"Abandon Quest Cleanup"
178158,"Rally To Party"
178171,"Botani Mutagen Cosmetic Channel"
178174,幻象：蝴蝶
178181,吃螃蟹
178188,经验爆发
178189,Train
178191,活体之山的空洞核心
178192,爆裂球茎
178193,"Midsize Tectus Damage Reduction"
178194,"Mote of Tectus Damage Reduction"
178195,"Create Shipment - Armory"
178199,"Reset Morale [DNT]"
178200,"Ghost-Talon Owl Cosmetics"
178203,"Check Skettis Ruins Still Active [DNT]"
178207,狂怒战鼓
178209,钢铁胸甲
178210,钢铁护腿
178211,钢铁护手
178212,钢铁头盔
178213,钢铁护肩
178233,"Smart Alpha Fade Out (3 sec)"
178234,"Smart Alpha Fade Out"
178243,钢铸战斧
178244,进入暗影界
178245,钢铸壁垒
178246,"Tectus Mote Death [DO NOT LOCALIZE]"
178248,迷醉塔罗牌
178249,强效迷醉塔罗牌
178251,灵魂洗炼
178256,惊慌逃窜
178257,"Ritual Stone Collision"
178259,第一回合，开打！开始击杀计分
178263,"Ball and Chain [DNT]"
178267,第一回合，开打！尾锚骑乘载具法术
178268,第一回合，开打！召唤尾锚
178270,绑定大工匠梅卡托克
178272,第一回合，开打！尾锚离开座椅法术
178273,Mrgrgrgrgrll！
178274,"Gul'dan SFX"
178275,"Cosmetic - Cloying Incense"
178278,召唤帕杰什
178280,绑定守备官奥达尔
178283,自救：召唤法罗迪斯的载具
178284,法罗迪斯的解释
178287,绑定暗影牧师萨维斯
178288,自救：召唤二重身
178289,绑定安威玛尔绊
178290,伊瑞尔的战锤
178303,追随者：盖亚安祖母
178304,追随者：可敬的卡尔戈
178305,战歌兽人服装
178308,幻象：辉煌暴君
178309,幻象：原始胜利
178321,"Energize Glowy Orbs [DNT]"
178322,"Energize Glowy Orbs - Trigger [DNT]"
178324,"Energize Glowy Orbs - Cover [DNT]"
178325,"Cosmetic: Cancel Dummy Aura - See Thrall Static 002"
178327,护送完成
178328,"Cosmetic: Cancel Dummy Aura - See Maraad Static 002"
178333,"Play Cho'Gall Scene"
178335,营救水手
178336,"Cancel Maraad Escort Phase"
178337,粉碎巨石
178339,"Summon Taxi"
178340,哈拉萨消失
178343,要塞战斗闸门
178344,"Maraad Escort Range Check"
178347,"Save Yourself: Summon Athissa A"
178348,"Save Yourself: Summon Parjesh A"
178349,"Save Yourself: Summon Athissa B"
178350,"Save Yourself: Summon Parjesh B"
178356,"Save Yourself: Summon Parjesh C"
178358,范加尔
178359,克鲁努斯
178360,联盟队长
178361,部落队长
178362,战争之矛角斗士
178363,暴风之盾角斗士
178370,"Intro Event Backup"
178374,"Cannon Launch Cover Spell"
178380,食人魔大王考洛克
178384,心跳
178386,传送到卡德加的法师塔
178387,大法师之眼
178388,"Grab Cage [DNT]"
178391,"Put Cage Down [DNT]"
178392,漫长的游步：召唤艾德斯
178396,"Stoke Fire [DNT]"
178397,"What Must Be Done: Collect Remains Item Pickup Kill Credit"
178398,温热的烤牦牛汤
178399,"Stoke Fire B [DNT]"
178401,"The Avatar of Terokk: Trigger Despawn Phase"
178403,"The Avatar of Terokk: Bonus Objective Blocker Aura"
178404,时间漫游羽落术
178438,"Invasion Cooldown"
178443,鬣蜥人地洞
178444,制造护甲强化徽记
178445,制造武器强化徽记
178446,砸垮鬣蜥人地洞
178449,召唤酸脊翻滚者
178455,"Announcer Commentary 01"
178457,"Announcer Commentary 02"
178460,"Announcer Commentary Roar 01"
178462,"Announcer Commentary Roar 02"
178463,"Announcer Commentary Roar 03"
178464,"Announcer Commentary Roar 04"
178465,"Announcer Commentary Death 01"
178466,"Announcer Commentary Death 02"
178467,"Announcer Commentary Death 03"
178469,"Pale Ritual [DNT]"
178470,"Activate Pale Ritual [DNT]"
178473,升级追随者
178474,"Solo Pale Ritual [DNT]"
178475,斗士大餐
178477,钢铁之星集群
178478,饮水桶
178487,优胜裁定
178490,青铜级奖励
178491,白银级奖励
178492,黄金级奖励
178497,战争约束者的墨水
178498,"The Future of the Rockpool: Quest Launch Reverse Cast"
178499,复生的骸骨
178500,"Socrethar Transform Cosmetic"
178501,"Fight Failed"
178502,"Ping Self on Player Damage"
178511,"Abandon Outside: Instantly Despawn Personal Phase"
178524,恐惧灵气
178526,暗影狼嚎
178527,虚空符文
178529,废灵符文
178530,符文传送
178531,联盟奖励
178533,部落奖励
178534,术士传送门
178536,狼骑兵
178537,骑兵
178538,法师传送门
178540,国王的囚犯
178544,"Participation Award"
178545,指南：精准射击
178550,借用德拉诺研钵
178551,活体炸弹
178554,超长引线
178557,动荡炸弹
178558,动荡爆炸
178559,"Rune of Nullification Base Visual"
178560,Finale
178563,"Dummy Aura - Garrison Intro - On quest ""For the Alliance"""
178566,弹射乘客5并驱散
178567,枷锁粉碎者
178570,"Force Beam [DNT]"
178571,"Shadows Awaken Music"
178573,侦测附近玩家
178574,"Corpse [DNT]"
178575,积怨贡品钥匙
178579,冰霜轰炸
178582,召唤奥术武器
178587,"Primal Fury: Abandon"
178588,"Kill Credit ""For the Alliance"""
178589,"Ignore Combat 15s"
178590,奥术撤退
178592,"Ping Self on Player Damage (Not Periodic Damage)"
178593,刺客的目标
178594,衰弱光环
178595,"Downsizing the Darktide - Apply Aura ""Summon Haratha"""
178597,雷霆轰炸
178605,"Grant Achievement"
178606,"Garrison Follower Invis"
178610,刺杀打击
178612,"Throw Chakram [DNT]"
178617,"Twister [DNT]"
178618,"Conjure Sun Orb [DNT]"
178619,"Charged [DNT]"
178620,"Charge [DNT]"
178635,"Beat Low-Born [DNT]"
178638,"Wounded 35%"
178639,"Wounded 20%"
178645,"Garrison - Attack - Shadowmoon Spawn in, Pre-"
178648,返回现世
178649,重整旗鼓
178651,魔法冷冻水晶
178653,魔法滋养水晶
178657,"Apexis Pylon [DNT]"
178659,"Quest Abandon Cleanup [INTERNAL ONLY]"
178660,耐用迅捷药水
178662,"V.O. Aura Controller"
178674,"Lava Slashes Reverse Cast"
178675,"Garrison - Walla Generator - Town Hall"
178681,"Speed [DNT]"
178683,携带板条箱（男性兽人）
178684,受伤的追随者
178711,"夺魂之镰：任务接受 - 召唤食魂者阿莱利"
178712,激活结界：兔子区域触发
178715,"Error If Too Many Players"
178744,"Cosmetic - Ball & Chain (Chain Breaking Sound on State Done)"
178749,"Teron'gor Intro"
178750,夺魂之镰：召唤稳定的食魂者阿莱利
178752,恶魔之魂：灵魂宝石转化
178753,恶魔之魂：灵魂飞弹
178755,海盐毒素
178757,自救：拖动光环
178758,"Save Yourself: Rope A"
178759,"Save Yourself: Summon Player A"
178760,"自救：绳索 B"
178761,自救：召唤玩家B
178763,灵魂受困
178767,"Cosmetic - Goblin Carrying O_Egg_05"
178769,变形传送
